CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Chain Name,Chain ID,Number of Facilities in Chain,Chain Average Overall 5-star Rating,Chain Average Health Inspection Rating,Chain Average Staffing Rating,Chain Average QM Rating,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2/3 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2/3 Number of Complaint Health Deficiencies,Rating Cycle 2/3 Health Deficiency Score,Rating Cycle 2/3 Number of Health Revisits,Rating Cycle 2/3 Health Revisit Score,Rating Cycle 2/3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
465059,SANDSTONE RICHFIELD,163 EAST 1000 NORTH,RICHFIELD,UT,84701,4358968211,200,Sevier,For profit - Corporation,98,29.1,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1976-01-26,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,N,N,Resident,Yes,4,,4,,5,,5,,,2,1,24,,,1.43169,0.47229,0.40316,0.87545,2.30713,2.09654,0.21707,0.00567,53.125,,60,,2,,1.5421,1.11627,2.57085,0.9691,0.75653,4.29648,3.79977,1.27553,0.42078,0.35918,2.0555,1.86787,2024-02-07,3,3,1,28,1,0,28,2022-06-15,2,2,0,8,1,0,8,23,0,1,,1,8148.31,0,1,"163 EAST 1000 NORTH,RICHFIELD,UT,84701",38.782,-112.08,,2025-09-01
465064,ST GEORGE REHABILITATION,1032 EAST 100 SOUTH,ST GEORGE,UT,84770,4356280488,260,Washington,For profit - Partnership,99,97,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1977-03-12,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,3,,3,,4,,3,,4,,2,,,,2.01579,1.01565,0.48719,1.50283,3.51862,3.11358,0.39093,0.22129,46.903,,42.857,,0,,1.41109,1.02143,2.35244,0.88677,0.69226,3.93146,3.47695,1.96267,0.98889,0.47435,3.42591,3.03154,2024-06-07,8,8,3,44,1,0,44,2023-01-12,9,6,4,40,1,0,40,43,4,2,3,0,0,0,0,"1032 EAST 100 SOUTH,ST GEORGE,UT,84770",37.1064,-113.56,,2025-09-01
465066,MONUMENT HEALTHCARE TAYLORSVILLE,6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84123,8019691420,170,Salt Lake,For profit - Corporation,120,91.4,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1977-07-18,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,N,N,Resident,Yes,3,,3,,5,,5,,5,,1,24,,,1.1913,0.26378,0.54918,0.81296,2.00425,1.70794,0.37933,0.03962,63.636,,60.87,,0,,1.40845,1.01953,2.34805,0.88511,0.69097,3.92413,3.47046,1.16208,0.25731,0.53571,1.95509,1.66605,2023-11-16,8,8,8,48,1,0,48,2021-11-17,3,0,3,28,0,0,28,43,1,5,,1,7525.38,0,1,"6246 SOUTH REDWOOD ROAD,SALT LAKE CITY,UT,84123",40.6374,-111.94,,2025-09-01
465067,ROCKY MOUNTAIN CARE - CLEARFIELD,1481 EAST 1450 SOUTH,CLEARFIELD,UT,84015,8017284300,50,Davis,Non profit - Corporation,168,123.7,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1981-03-02,ROCKY MOUNTAIN CARE,455,7,2.7,2.1,3,4.3,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,5,,2,,,,2.31638,0.51045,1.09635,1.6068,3.92318,3.55673,0.93684,0.08487,60.432,,44.118,,1,,1.74789,1.26523,2.91393,1.09842,0.85749,4.86984,4.30685,1.82076,0.40123,0.86177,3.08377,2.79572,2024-04-17,19,18,19,160,1,0,160,2022-08-09,17,15,4,104,1,0,104,146,2,8,,3,66826.5,0,3,"1481 EAST 1450 SOUTH,CLEARFIELD,UT,84015",41.0928,-112,,2025-09-01
465069,MT OGDEN HEALTH AND REHABILITATION CENTER,375 EAST 5350 SOUTH,WASHINGTON TERRACE,UT,84405,8014795700,280,Weber,For profit - Corporation,108,64.2,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1978-03-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,4,,4,,3,,1,,4,,3,,,,2.31843,0.78148,0.67741,1.45889,3.77732,3.29241,0.55962,0.22044,62.338,,53.846,,1,,1.38716,1.00412,2.31256,0.87173,0.68052,3.86481,3.41801,2.29627,0.77401,0.67094,3.74121,3.26094,2024-12-05,5,5,4,20,1,0,20,2023-05-03,4,4,0,20,1,0,20,20,1,0,0,0,0,0,0,"375 EAST 5350 SOUTH,WASHINGTON TERRACE,UT,84405",41.167,-111.97,,2025-09-01
465072,CITY CREEK POST ACUTE,165 SOUTH 1000 EAST,SALT LAKE CITY,UT,84102,8013225521,170,Salt Lake,Government - Hospital district,108,64,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1979-12-15,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,,,2.17737,0.84596,0.64086,1.48682,3.66419,3.24024,0.42382,0.1317,52,,45.455,,0,,1.29591,0.93806,2.16042,0.81438,0.63575,3.61056,3.19315,2.30842,0.89687,0.67944,3.88473,3.43527,2024-01-29,2,2,2,12,1,0,12,2022-05-04,13,13,0,96,1,0,96,33,3,1,,0,0,0,0,"165 SOUTH 1000 EAST,SALT LAKE CITY,UT,84102",40.7606,-111.86,,2025-09-01
465074,MONUMENT HEALTHCARE COTTONWOOD CREEK,1205 EAST 4725 SOUTH,SALT LAKE CITY,UT,84117,8012622908,170,Salt Lake,For profit - Corporation,77,58.2,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1980-05-16,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,N,N,Resident,Yes,1,,2,,4,,4,,,2,1,24,,,1.27889,0.03214,0.67988,0.71202,1.99091,1.89117,0.51318,0.00205,61.039,,35,,1,,1.1258,0.81492,1.87683,0.70748,0.5523,3.13661,2.774,1.56074,0.03922,0.82971,2.42968,2.30795,2024-04-04,6,6,1,48,1,0,48,2022-05-05,13,13,0,108,1,0,108,63,1,0,,1,17940,0,1,"1205 EAST 4725 SOUTH,SALT LAKE CITY,UT,84117",40.7598,-111.87,,2025-09-01
465075,ROCKY MOUNTAIN CARE - HUNTER HOLLOW,4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,8013974400,170,Salt Lake,For profit - Limited Liability company,124,99.6,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1980-08-01,ROCKY MOUNTAIN CARE,455,7,2.7,2.1,3,4.3,N,,N,N,N,Resident,Yes,2,,1,,5,,3,,5,,3,,,,2.25882,0.46852,1.10904,1.57757,3.83638,3.47047,0.88148,0.16327,44.037,,32.143,,0,,1.64242,1.18888,2.73809,1.03214,0.80575,4.57597,4.04695,1.88954,0.39193,0.92773,3.20919,2.90311,2024-01-11,5,5,0,20,1,0,20,2022-05-23,16,8,8,445,1,0,445,126.25,4,1,0,2,41231.95,0,2,"4090 WEST PIONEER PARKWAY,WEST VALLEY CITY,UT,84120",40.6984,-111.99,,2025-09-01
465078,HIGHLAND CARE CENTER,4285 SOUTH HIGHLAND DRIVE,HOLLADAY,UT,84124,8012782839,170,Salt Lake,For profit - Corporation,103,79.2,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1981-09-01,,,,,,,,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,3,,,,1.68258,0.44956,0.89113,1.34068,3.02327,2.65608,0.78623,0.20093,38.462,,31.818,,1,,1.41248,1.02244,2.35476,0.88764,0.69294,3.93535,3.48039,1.63663,0.43728,0.86679,2.9407,2.58354,2024-06-11,5,5,0,20,1,0,20,2022-03-16,10,8,2,72,1,0,72,33,0,1,,0,0,0,0,"4285 SOUTH HIGHLAND DRIVE,HOLLADAY,UT,84124",40.6781,-111.84,,2025-09-01
465079,SUNSHINE TERRACE SKILLED NURSING,248 WEST 300 NORTH,LOGAN,UT,84321,4357520411,20,Cache,Government - Hospital district,172,63.5,,Medicare and Medicaid,N,MILFORD MEMORIAL HOSPITAL,1981-09-01,,,,,,,,N,,N,N,N,Resident,Yes,4,,3,,2,,2,,,2,5,,,,2.62338,0.32816,1.30444,1.63261,4.25599,3.93475,1.15777,0.01469,48.315,,26.667,,0,,1.35429,0.98032,2.25775,0.85107,0.66439,3.77321,3.337,2.66139,0.33292,1.32334,4.31764,3.99175,2024-02-22,5,5,0,44,1,0,44,2022-05-19,8,8,0,48,1,0,48,45,0,0,,0,0,0,0,"248 WEST 300 NORTH,LOGAN,UT,84321",41.7372,-111.84,,2025-09-01
465083,CRESTWOOD REHABILITATION AND NURSING,3665 BRINKER AVENUE,OGDEN,UT,84403,8016272273,280,Weber,For profit - Limited Liability company,88,70,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1981-11-01,BEAVER VALLEY HOSPITAL,747,5,2.6,2,1.6,5,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,,2,1,,,,1.83026,0.41934,0.57689,0.99622,2.82648,2.57222,0.56946,0.00203,64.179,,75,,1,,1.44815,1.04826,2.41423,0.91006,0.71044,4.03473,3.56828,1.73642,0.39784,0.54731,2.68156,2.44034,2024-01-29,13,13,0,76,1,0,76,2022-04-25,31,18,13,342,1,0,342,142.5,4,17,3,6,41740.06,1,7,"3665 BRINKER AVENUE,OGDEN,UT,84403",41.1965,-111.95,,2025-09-01
465084,UINTAH BASIN REHABILITATION AND SENIOR VILLA,265 NORTH 300 WEST,ROOSEVELT,UT,84066,4357222497,60,Duchesne,Government - County,90,45.4,,Medicare and Medicaid,N,COUNTY OF DUCHESNE,1981-10-01,,,,,,,,N,,N,N,N,Both,Yes,5,,5,,5,,5,,5,,4,,,,2.17644,0.78615,0.94296,1.72912,3.90555,3.4422,0.57618,0.11563,41.86,,12.5,,0,,1.4221,1.02941,2.3708,0.89369,0.69766,3.96215,3.50409,2.10268,0.75951,0.91101,3.7732,3.32555,2025-02-12,0,0,0,0,0,0,0,2023-05-17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,"265 NORTH 300 WEST,ROOSEVELT,UT,84066",40.3029,-110,,2025-09-01
465085,SAN RAFAEL HEALTH AND REHABILITATION,455 WEST MILL ROAD,FERRON,UT,84523,4353842301,70,Emery,Government - County,51,32.6,,Medicare and Medicaid,N,EMERY COUNTY CARE AND REHABILITATION CENTER,1981-09-01,,,,,,,,N,,Y,N,N,Resident,Yes,1,,1,,3,,3,,3,,4,,,,2.63942,0.08717,1.5134,1.60057,4.23998,3.53226,0.7557,0.03474,48.98,,36.364,,0,,1.34398,0.97286,2.24057,0.8446,0.65934,3.7445,3.31161,2.69818,0.08911,1.54709,4.33439,3.61091,2024-11-15,14,14,8,325,1,0,325,2023-03-15,3,3,3,20,1,0,20,248.75,4,1,,2,29346.97,0,2,"455 WEST MILL ROAD,FERRON,UT,84523",39.0916,-111.14,,2025-09-01
465086,MOUNTAIN VIEW HEALTH SERVICES,5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403,8014798480,280,Weber,For profit - Corporation,155,42.4,,Medicare and Medicaid,N,COUNTRY MEADOW SNF LC,1981-11-04,,,,,,,,N,SFF Candidate,N,N,N,Resident,Yes,2,,1,,5,,5,,,2,1,24,,,1.70194,0.31694,0.51366,0.8306,2.53254,2.49059,0.22835,0.06537,52.5,,33.333,,,26,1.17593,0.85121,1.9604,0.73899,0.57689,3.27629,2.89752,1.98847,0.3703,0.60014,2.95891,2.9099,2024-08-14,41,41,36,472,1,0,472,2022-10-31,49,49,49,946,2,473,1419,708.75,0,8,,2,231812.1,0,2,"5865 SOUTH WASATCH DRIVE,OGDEN,UT,84403",41.1562,-111.94,,2025-09-01
465088,MISSION AT ALPINE REHABILITATION CENTER,25 EAST ALPINE DRIVE,PLEASANT GROVE,UT,84062,8017853568,240,Utah,Non profit - Corporation,52,37,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1981-12-15,MISSION HEALTH SERVICES,355,5,2.6,2.2,3.2,3.6,N,,N,N,N,Resident,Yes,2,,2,,2,,2,,,2,2,,,,1.72598,0.63676,0.55994,1.1967,2.92268,2.56823,0.50356,0.00878,57.895,,60,,1,,1.17685,0.85188,1.96194,0.73957,0.57735,3.27885,2.89979,2.01498,0.74338,0.6537,3.41206,2.99826,2023-11-30,7,7,2,68,1,0,68,2022-02-16,7,7,0,32,1,0,32,59,2,0,,1,7442.5,0,1,"25 EAST ALPINE DRIVE,PLEASANT GROVE,UT,84062",40.3569,-111.74,,2025-09-01
465089,ROCKY MOUNTAIN CARE - WILLOW SPRINGS,85 EAST 2000 NORTH,TOOELE,UT,84074,4358432000,220,Tooele,Non profit - Corporation,112,93.7,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1982-01-01,ROCKY MOUNTAIN CARE,455,7,2.7,2.1,3,4.3,N,,N,Y,N,Resident,Yes,3,,2,,5,,3,,5,,4,,,,2.20068,0.5934,0.99183,1.58523,3.7859,3.3415,0.77664,0.18717,53.659,,31.818,,0,,1.37664,0.9965,2.29502,0.86512,0.67536,3.8355,3.39208,2.1963,0.59222,0.98986,3.77837,3.33485,2023-08-21,9,6,3,80,1,0,80,2021-10-18,14,12,2,148,1,0,148,97,3,3,0,3,65403.75,0,3,"85 EAST 2000 NORTH,TOOELE,UT,84074",40.5656,-112.3,,2025-09-01
465090,CASCADES AT ORCHARD PARK,740 NORTH 300 EAST,OREM,UT,84057,8012240921,240,Utah,For profit - Corporation,52,38.5,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1982-02-01,CASCADES HEALTHCARE,117,20,2.1,1.7,2.2,4,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,,2,3,,,,2.50208,0.36667,1.21546,1.58212,4.0842,3.47597,0.86406,0.13638,67.925,,40,,0,,1.53724,1.11275,2.56275,0.96604,0.75415,4.28294,3.78779,2.23623,0.32771,1.08632,3.65026,3.10665,2023-10-19,10,8,6,68,1,0,68,2022-01-13,13,13,0,80,1,0,80,71,7,2,,1,11991.56,0,1,"740 NORTH 300 EAST,OREM,UT,84057",40.3108,-111.69,,2025-09-01
465091,DRAPER REHABILITATION AND CARE CENTER,12702 SOUTH FORT STREET,DRAPER,UT,84020,8015712704,170,Salt Lake,For profit - Limited Liability company,93,65.1,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1983-09-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Both,Yes,5,,5,,2,,1,,3,,3,,,,2.20554,0.43492,0.78894,1.22386,3.4294,2.97714,0.47224,0.17333,56.41,,27.273,,0,,1.40092,1.01407,2.33549,0.88038,0.68727,3.90313,3.4519,2.16301,0.42653,0.77373,3.36327,2.91973,2023-09-20,0,0,0,0,0,0,0,2021-12-02,2,2,0,12,1,0,12,3,0,0,,0,0,0,0,"12702 SOUTH FORT STREET,DRAPER,UT,84020",40.5215,-111.86,,2025-09-01
465092,UINTAH HEALTH CARE SPECIAL SERVICE DISTRICT,510 SOUTH 500 WEST,VERNAL,UT,84078,4357813505,230,Uintah,Government - County,110,27.6,,Medicare and Medicaid,N,UINTAH HEALTH CARE SPECIAL SERVICE DISTRICT,1984-02-01,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,5,,4,,5,,5,,,,3.94879,0.91382,2.11048,3.0243,6.97308,6.55625,1.63383,0.08121,42.308,,7.692,,0,,1.4219,1.02926,2.37046,0.89356,0.69756,3.96158,3.50359,3.81551,0.88298,2.03925,6.73774,6.33498,2023-09-14,0,0,0,0,0,0,0,2022-02-09,3,3,0,20,1,0,20,5,0,0,,0,0,0,0,"510 SOUTH 500 WEST,VERNAL,UT,84078",40.463,-109.54,,2025-09-01
465093,SANDSTONE BRIGHAM CITY,775 NORTH 200 EAST,BRIGHAM CITY,UT,84302,4357237777,10,Box Elder,For profit - Limited Liability company,84,26.2,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1984-08-01,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,Y,N,N,Resident,Yes,2,,2,,5,,5,,,2,1,24,,,1.32351,0.19608,0.7277,0.92378,2.2473,2.06813,0.5355,0.01197,51.613,,40,,1,,1.37108,0.99248,2.28575,0.86163,0.67263,3.82001,3.37839,1.32624,0.19649,0.7292,2.25192,2.07239,2024-04-16,8,8,2,127,1,0,127,2022-06-27,6,6,0,36,1,0,36,104.25,1,1,,1,56055,0,1,"775 NORTH 200 EAST,BRIGHAM CITY,UT,84302",41.5262,-112.01,,2025-09-01
465094,SANDSTONE MILLCREEK,3855 SOUTH 700 EAST,MILLCREEK,UT,84106,8012684766,170,Salt Lake,For profit - Corporation,184,89,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1984-07-16,AVALON HEALTH CARE,57,15,3.1,2.8,3.8,3.8,N,,N,N,N,Both,Yes,2,,2,,5,,5,,5,,1,24,,,1.29901,0.37404,0.61788,0.99192,2.29093,2.05868,0.40137,0.00564,56.075,,71.875,,0,,1.54703,1.11984,2.57907,0.97219,0.75895,4.31021,3.81191,1.15364,0.33218,0.54874,2.03456,1.8283,2023-08-31,11,11,0,76,1,0,76,2021-12-06,24,21,3,156,1,0,156,96,1,2,,1,8148.31,0,1,"3855 SOUTH 700 EAST,MILLCREEK,UT,84106",40.6881,-111.87,,2025-09-01
465095,ST JOSEPH VILLA,451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,UT,84115,8014877557,170,Salt Lake,For profit - Corporation,221,173,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1984-10-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,Y,,N,N,N,Resident,Yes,3,,3,,4,,2,,5,,3,,,,2.41322,0.36463,0.83393,1.19856,3.61178,3.13388,0.41509,0.14203,26.797,,18.182,,0,,1.5587,1.12829,2.59853,0.97953,0.76468,4.34273,3.84068,2.12711,0.3214,0.73506,3.18358,2.76234,2024-07-16,6,5,6,48,1,0,48,2022-09-01,4,4,0,48,1,0,48,48,2,0,,1,18632.25,0,1,"451 EAST BISHOP FEDERAL LANE,SALT LAKE CITY,UT,84115",40.728,-111.88,,2025-09-01
465096,SANDSTONE CANYON RIM,2730 EAST 3300 SOUTH,MILLCREEK,UT,84109,8014870897,170,Salt Lake,For profit - Limited Liability company,90,46.8,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1984-08-03,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,N,N,Resident,Yes,2,,2,,5,,5,,,2,1,24,,,0.99568,0.1256,0.56106,0.68666,1.68234,1.41021,0.47657,0.00443,71.739,,78.571,,1,,1.14694,0.83023,1.91207,0.72077,0.56267,3.19551,2.82608,1.19271,0.15045,0.67209,2.01526,1.68927,2024-06-27,2,0,2,150,0,0,150,2022-08-17,10,10,4,48,1,0,48,124.5,0,5,,1,6353.75,0,1,"2730 EAST 3300 SOUTH,MILLCREEK,UT,84109",40.6999,-111.81,,2025-09-01
465097,SANDSTONE AMERICAN FORK,350 EAST 300 NORTH,AMERICAN FORK,UT,84003,8017565293,240,Utah,For profit - Limited Liability company,106,44.6,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1984-08-21,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,,2,1,24,,,1.2792,0.21508,0.75755,0.97263,2.25182,2.08523,0.6156,0.00704,76.415,,69.565,,0,,1.22141,0.88414,2.03623,0.76757,0.59921,3.40301,3.00959,1.4389,0.24193,0.85212,2.53296,2.34557,2023-12-06,39,39,38,292,1,0,292,2022-02-28,17,17,0,112,1,0,112,247,3,6,,1,35437.35,0,1,"350 EAST 300 NORTH,AMERICAN FORK,UT,84003",40.383,-111.79,,2025-09-01
465098,PINNACLE NURSING AND REHABILITATION CENTER,1340 EAST 300 NORTH,PRICE,UT,84501,4356379213,30,Carbon,For profit - Corporation,100,56.4,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1984-11-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,5,,4,,5,,3,,5,,3,,,,2.00073,0.3556,0.91511,1.2707,3.27143,2.69982,0.5053,0.09301,53.061,,15.385,,0,,1.39167,1.00738,2.32007,0.87456,0.68274,3.87737,3.42912,1.97519,0.35106,0.90343,3.22967,2.66535,2023-11-30,7,7,7,28,1,0,28,2022-02-24,2,2,0,12,1,0,12,24,0,0,,0,0,0,0,"1340 EAST 300 NORTH,PRICE,UT,84501",39.5952,-110.79,,2025-09-01
465100,PARAMOUNT HEALTH AND REHABILITATION,4035 SOUTH 500 EAST,SALT LAKE CITY,UT,84107,8012629181,170,Salt Lake,For profit - Limited Liability company,99,61.6,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1985-08-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,1,,1,,4,,5,,4,,3,,,,1.79246,0.37484,0.77342,1.14826,2.94072,2.55311,0.60942,0.07704,49.123,,25,,0,,1.25667,0.90965,2.095,0.78972,0.6165,3.50123,3.09646,1.95969,0.40981,0.84558,3.21508,2.7913,2024-05-14,22,21,20,168,1,0,168,2023-01-11,2,2,1,16,1,0,16,130,5,0,0,1,83206.5,0,1,"4035 SOUTH 500 EAST,SALT LAKE CITY,UT,84107",40.6843,-111.88,,2025-09-01
465101,HURRICANE HEALTH AND REHABILITATION,416 NORTH STATE STREET,HURRICANE,UT,84737,4356359833,260,Washington,For profit - Corporation,60,48.2,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1985-07-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Both,Yes,2,,3,,1,,1,,2,,2,,,,2.08716,0.85415,0.81445,1.6686,3.75577,3.29215,0.36319,0.14497,70.149,,54.545,,1,,1.48401,1.07422,2.47401,0.93259,0.72804,4.13464,3.65664,1.93231,0.79077,0.75403,3.47711,3.0479,2023-10-18,5,4,5,44,1,0,44,2022-09-21,4,3,1,24,1,0,24,39,1,1,,1,12335,0,1,"416 NORTH STATE STREET,HURRICANE,UT,84737",37.1828,-113.28,,2025-09-01
465102,PARKDALE HEALTH AND REHAB,250 EAST 600 NORTH,PRICE,UT,84501,4356372621,30,Carbon,For profit - Corporation,58,31.3,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1985-11-01,CASCADES HEALTHCARE,117,20,2.1,1.7,2.2,4,N,,N,N,N,Resident,Yes,3,,2,,5,,4,,5,,3,,,,1.78458,0.38693,1.02509,1.41202,3.1966,1.6863,0.59679,0.17397,48.571,,0,,0,,1.41339,1.0231,2.35628,0.88821,0.69339,3.93789,3.48263,1.73472,0.37612,0.99645,3.10729,1.63919,2024-05-18,8,8,5,64,1,0,64,2022-12-15,18,14,7,136,1,0,136,82,6,2,1,2,39694.89,1,3,"250 EAST 600 NORTH,PRICE,UT,84501",39.5964,-110.82,,2025-09-01
465104,OREM REHABILITATION AND NURSING CENTER,575 EAST 1400 SOUTH,OREM,UT,84097,8012254741,240,Utah,For profit - Corporation,120,72.6,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1986-09-04,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,Y,Y,N,Resident,Yes,2,,1,,5,,5,,4,,3,,,,2.27352,0.71471,0.88702,1.60173,3.87524,3.42703,0.84393,0.14398,49.425,,44.444,,0,,1.46209,1.05836,2.43747,0.91882,0.71728,4.07358,3.60264,2.13639,0.6716,0.83352,3.6415,3.22032,2023-07-18,14,14,5,330,1,0,330,2022-02-10,5,3,2,36,1,0,36,256.5,9,0,0,1,38356.5,0,1,"575 EAST 1400 SOUTH,OREM,UT,84097",40.2715,-111.68,,2025-09-01
465107,MONUMENT HEALTHCARE NEPHI,1100 NORTH 400 EAST,NEPHI,UT,84648,4356231721,110,Juab,For profit - Limited Liability company,80,35.5,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1986-12-22,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,Y,N,Resident,Yes,3,,4,,3,,5,,1,,1,24,,,1.20029,0.30853,0.66394,0.97247,2.17276,2.00033,0.4817,0.01814,71.154,,66.667,,2,,1.39409,1.00913,2.32411,0.87609,0.68392,3.88411,3.43508,1.18291,0.30406,0.65432,2.1413,1.97137,2023-06-05,3,3,0,20,1,0,20,2021-09-02,3,3,0,16,1,0,16,19,0,0,,0,0,0,0,"1100 NORTH 400 EAST,NEPHI,UT,84648",39.7239,-111.83,,2025-09-01
